trade_idx,mode,param,old,new,reason,sample_size,recent_pnl,recent_expectancy,recent_win_rate,recent_drawdown,deadband,direction,explain
2500,B,session_cap,3.0,4.0,RECOVER,10,2300.0,230.0,0.4,-242.0,40.0,risk_up,Streak over -> cap back to default.
2505,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,3455.0,345.5,0.5,-195.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
2509,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,3850.0,385.0,0.6,-229.0,40.0,risk_down,Day P&L $-367 below -200.0 -> half size for the rest of today.
2521,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1624.0,162.4,0.4,-183.0,40.0,risk_down,Day P&L $-225 below -200.0 -> half size for the rest of today.
2522,B,session_cap,4.0,3.0,STREAK,10,1533.0,153.3,0.4,-336.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2522,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1533.0,153.3,0.4,-336.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
2523,B,cooldown_skips,0.0,2.0,DD,10,1524.0,152.4,0.4,-528.0,40.0,risk_down,"Rolling drawdown $-528 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2523,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1524.0,152.4,0.4,-528.0,40.0,risk_down,Day P&L $-307 below -200.0 -> half size for the rest of today.
2525,B,size_mult,1.5,1.25,EXP_NEG,10,-131.0,-13.1,0.2,-1086.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-13 vs base $148, band $40) -> turn heat down."
2525,B,min_score,0.0,6.0,WR_LOW,10,-131.0,-13.1,0.2,-1086.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
2528,B,cooldown_skips,0.0,2.0,DD,10,-601.0,-60.1,0.1,-1074.0,40.0,risk_down,"Rolling drawdown $-1074 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2529,B,session_cap,3.0,4.0,RECOVER,10,-1.0,-0.1,0.2,-1028.0,40.0,risk_up,Streak over -> cap back to default.
2530,B,min_score,6.0,7.0,WR_LOW,10,6.0,0.6,0.2,-934.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
2531,B,size_mult,1.25,1.0,EXP_NEG,10,-41.0,-4.1,0.2,-750.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-4 vs base $148, band $40) -> turn heat down."
2534,B,session_cap,4.0,3.0,STREAK,10,710.0,71.0,0.2,-336.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2535,B,min_score,7.0,8.0,WR_LOW,10,725.0,72.5,0.2,-348.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
2538,B,size_mult,1.0,0.75,EXP_NEG,10,-227.0,-22.7,0.1,-816.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-23 vs base $147, band $40) -> turn heat down."
2538,B,cooldown_skips,0.0,2.0,DD,10,-227.0,-22.7,0.1,-816.0,40.0,risk_down,"Rolling drawdown $-816 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2538,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,-227.0,-22.7,0.1,-816.0,40.0,risk_down,Day P&L $-444 below -200.0 -> half size for the rest of today.
2539,B,session_cap,3.0,2.0,STREAK,10,-999.0,-99.9,0.0,-960.0,40.0,risk_down,10 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2543,B,size_mult,0.75,0.5,EXP_NEG,10,-116.0,-11.6,0.2,-663.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-12 vs base $147, band $40) -> turn heat down."
2543,B,cooldown_skips,0.0,2.0,DD,10,-116.0,-11.6,0.2,-663.0,40.0,risk_down,"Rolling drawdown $-663 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2546,B,session_cap,2.0,3.0,RECOVER,10,444.0,44.4,0.3,-628.0,40.0,risk_up,Streak over -> cap back to default.
2548,B,size_mult,0.5,0.75,RECOVER,10,877.0,87.7,0.3,-48.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
2551,B,session_cap,3.0,2.0,STREAK,10,566.0,56.6,0.2,-178.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2555,B,size_mult,0.75,1.0,RECOVER,10,1484.0,148.4,0.2,-218.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
2557,B,session_cap,2.0,3.0,RECOVER,10,2135.0,213.5,0.2,-194.0,40.0,risk_up,Streak over -> cap back to default.
2560,B,size_mult,1.0,1.25,HOT,10,2700.0,270.0,0.3,-166.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $270) -> cranks heat UP (this is the hunting behavior).
2561,B,min_score,8.0,7.0,RECOVER,10,3065.0,306.5,0.4,-166.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
2565,B,size_mult,1.25,1.5,HOT,10,1602.0,160.2,0.3,-326.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $160) -> cranks heat UP (this is the hunting behavior).
2565,B,session_cap,3.0,2.0,STREAK,10,1602.0,160.2,0.3,-326.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2566,B,cooldown_skips,0.0,2.0,DD,10,1535.0,153.5,0.3,-404.0,40.0,risk_down,"Rolling drawdown $-404 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2567,B,min_score,7.0,8.0,WR_LOW,10,175.0,17.5,0.2,-588.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
2570,B,size_mult,1.5,1.25,EXP_NEG,10,-512.0,-51.2,0.1,-853.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-51 vs base $147, band $40) -> turn heat down."
2571,B,cooldown_skips,0.0,2.0,DD,10,-865.0,-86.5,0.0,-715.0,40.0,risk_down,"Rolling drawdown $-715 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2575,B,session_cap,2.0,3.0,RECOVER,10,511.0,51.1,0.1,-587.0,40.0,risk_up,Streak over -> cap back to default.
2576,B,size_mult,1.25,1.5,HOT,10,1766.0,176.6,0.2,-404.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $177) -> cranks heat UP (this is the hunting behavior).
2576,B,cooldown_skips,0.0,2.0,DD,10,1766.0,176.6,0.2,-404.0,40.0,risk_down,"Rolling drawdown $-404 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2582,B,session_cap,3.0,2.0,STREAK,10,2613.0,261.3,0.3,-202.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2585,B,cooldown_skips,0.0,2.0,DD,10,953.0,95.3,0.2,-720.0,40.0,risk_down,"Rolling drawdown $-720 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2586,B,size_mult,1.5,1.25,EXP_NEG,10,-272.0,-27.2,0.1,-769.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-27 vs base $147, band $40) -> turn heat down."
2590,B,cooldown_skips,0.0,2.0,DD,10,-1606.0,-160.6,0.0,-1594.0,40.0,risk_down,"Rolling drawdown $-1594 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2591,B,size_mult,1.25,1.0,EXP_NEG,10,-1686.0,-168.6,0.0,-1677.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-169 vs base $146, band $40) -> turn heat down."
2594,B,session_cap,2.0,3.0,RECOVER,10,-638.0,-63.8,0.1,-1366.0,40.0,risk_up,Streak over -> cap back to default.
2595,B,cooldown_skips,0.0,2.0,DD,10,-281.0,-28.1,0.1,-1318.0,40.0,risk_down,"Rolling drawdown $-1318 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2596,B,size_mult,1.0,0.75,EXP_NEG,10,-390.0,-39.0,0.1,-1134.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-39 vs base $146, band $40) -> turn heat down."
2599,B,session_cap,3.0,4.0,RECOVER,10,1943.0,194.3,0.3,-299.0,40.0,risk_up,Streak over -> cap back to default.
2601,B,size_mult,0.75,1.0,HOT,10,2200.0,220.0,0.3,-248.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $220) -> cranks heat UP (this is the hunting behavior).
2602,B,min_score,8.0,7.0,RECOVER,10,3401.0,340.1,0.4,-248.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
2606,B,size_mult,1.0,1.25,HOT,10,3668.0,366.8,0.5,-193.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $367) -> cranks heat UP (this is the hunting behavior).
2607,B,min_score,7.0,6.0,RECOVER,10,3040.0,304.0,0.4,-193.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
2611,B,size_mult,1.25,1.5,HOT,10,8411.0,841.1,0.6,-92.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $841) -> cranks heat UP (this is the hunting behavior).
2612,B,min_score,6.0,0.0,RECOVER,10,7051.0,705.1,0.5,-243.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
2612,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,7051.0,705.1,0.5,-243.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
2613,B,cooldown_skips,0.0,2.0,DD,10,6959.0,695.9,0.5,-426.0,40.0,risk_down,"Rolling drawdown $-426 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2613,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,6959.0,695.9,0.5,-426.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
2618,B,cooldown_skips,0.0,2.0,DD,10,11282.0,1128.2,0.6,-426.0,40.0,risk_down,"Rolling drawdown $-426 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2621,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,6155.0,615.5,0.5,-468.0,40.0,risk_down,Day P&L $-692 below -200.0 -> half size for the rest of today.
2623,B,cooldown_skips,0.0,2.0,DD,10,7699.0,769.9,0.7,-468.0,40.0,risk_down,"Rolling drawdown $-468 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2628,B,cooldown_skips,0.0,2.0,DD,10,2493.0,249.3,0.5,-468.0,40.0,risk_down,"Rolling drawdown $-468 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2633,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2272.0,227.2,0.4,-181.0,40.0,risk_down,Day P&L $-271 below -200.0 -> half size for the rest of today.
2640,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,6166.0,616.6,0.6,-181.0,40.0,risk_down,Day P&L $-260 below -200.0 -> half size for the rest of today.
2645,B,session_cap,4.0,3.0,STREAK,10,4135.0,413.5,0.4,-212.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2645,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,4135.0,413.5,0.4,-212.0,40.0,risk_down,Day P&L $-301 below -200.0 -> half size for the rest of today.
2650,B,session_cap,3.0,4.0,RECOVER,10,1774.0,177.4,0.4,-212.0,40.0,risk_up,Streak over -> cap back to default.
2652,B,cooldown_skips,0.0,2.0,DD,10,2119.0,211.9,0.4,-490.0,40.0,risk_down,"Rolling drawdown $-490 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2657,B,cooldown_skips,0.0,2.0,DD,10,2053.0,205.3,0.3,-604.0,40.0,risk_down,"Rolling drawdown $-604 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2659,B,session_cap,4.0,3.0,STREAK,10,2108.0,210.8,0.3,-604.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2660,B,min_score,0.0,6.0,WR_LOW,10,1508.0,150.8,0.2,-604.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
2662,B,cooldown_skips,0.0,2.0,DD,10,626.0,62.6,0.1,-437.0,40.0,risk_down,"Rolling drawdown $-437 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2662,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,626.0,62.6,0.1,-437.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
2664,B,session_cap,3.0,2.0,STREAK,10,522.0,52.2,0.1,-655.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2665,B,size_mult,1.5,1.25,EXP_NEG,10,-1573.0,-157.3,0.0,-1390.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-157 vs base $152, band $40) -> turn heat down."
2665,B,min_score,6.0,7.0,WR_LOW,10,-1573.0,-157.3,0.0,-1390.0,40.0,risk_down,Win rate 0% below floor 25% -> only take higher-quality setups.
2665,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,-1573.0,-157.3,0.0,-1390.0,40.0,risk_down,Day P&L $-1393 below -200.0 -> half size for the rest of today.
2667,B,cooldown_skips,0.0,2.0,DD,10,-901.0,-90.1,0.1,-1378.0,40.0,risk_down,"Rolling drawdown $-1378 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2669,B,session_cap,2.0,3.0,RECOVER,10,-310.0,-31.0,0.2,-1343.0,40.0,risk_up,Streak over -> cap back to default.
2670,B,size_mult,1.25,1.0,EXP_NEG,10,-365.0,-36.5,0.2,-1331.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-36 vs base $152, band $40) -> turn heat down."
2670,B,min_score,7.0,8.0,WR_LOW,10,-365.0,-36.5,0.2,-1331.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
2672,B,cooldown_skips,0.0,2.0,DD,10,335.0,33.5,0.3,-964.0,40.0,risk_down,"Rolling drawdown $-964 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2675,B,session_cap,3.0,2.0,STREAK,10,1425.0,142.5,0.3,-129.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2681,B,size_mult,1.0,0.75,EXP_NEG,10,-365.0,-36.5,0.0,-281.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-37 vs base $152, band $40) -> turn heat down."
2682,B,session_cap,2.0,3.0,RECOVER,10,2148.0,214.8,0.1,-270.0,40.0,risk_up,Streak over -> cap back to default.
2686,B,size_mult,0.75,1.0,HOT,10,4478.0,447.8,0.3,-115.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $448) -> cranks heat UP (this is the hunting behavior).
2690,B,cooldown_skips,0.0,2.0,DD,10,4082.0,408.2,0.3,-562.0,40.0,risk_down,"Rolling drawdown $-562 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2690,B,session_cap,3.0,2.0,STREAK,10,4082.0,408.2,0.3,-562.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2691,B,size_mult,1.0,1.25,HOT,10,4041.0,404.1,0.3,-626.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $404) -> cranks heat UP (this is the hunting behavior).
2694,B,min_score,8.0,7.0,RECOVER,10,5007.0,500.7,0.4,-626.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
2695,B,cooldown_skips,0.0,2.0,DD,10,3823.0,382.3,0.3,-626.0,40.0,risk_down,"Rolling drawdown $-626 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
2696,B,size_mult,1.25,1.5,HOT,10,5075.0,507.5,0.3,-443.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $508) -> cranks heat UP (this is the hunting behavior).
2696,B,session_cap,2.0,3.0,RECOVER,10,5075.0,507.5,0.3,-443.0,40.0,risk_up,Streak over -> cap back to default.
265,C,min_score,0.0,6.0,WR_LOW,40,328.0,8.2,0.175,-648.0,47.9,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
295,C,min_score,6.0,0.0,RECOVER,40,1519.0,38.0,0.325,-584.0,58.9,risk_up,Win rate normalized -> relax selectivity back toward default.
554,C,min_score,0.0,6.0,WR_LOW,40,3154.0,78.8,0.175,-488.0,98.3,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
591,C,min_score,6.0,0.0,RECOVER,40,11915.0,297.9,0.325,-334.0,234.6,risk_up,Win rate normalized -> relax selectivity back toward default.
601,C,cooldown_skips,0.0,2.0,DD,40,10508.0,262.7,0.275,-1235.0,239.9,risk_down,"Rolling drawdown $-1235 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
626,C,cooldown_skips,0.0,2.0,DD,40,3738.0,93.4,0.225,-1349.0,118.6,risk_down,"Rolling drawdown $-1349 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
629,C,min_score,0.0,6.0,WR_LOW,40,1824.0,45.6,0.175,-1349.0,104.9,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
666,C,min_score,6.0,7.0,WR_LOW,40,5679.0,142.0,0.175,-554.0,231.5,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
721,C,min_score,7.0,8.0,WR_LOW,40,4537.0,113.4,0.175,-425.0,169.5,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
767,C,min_score,8.0,7.0,RECOVER,40,8253.0,206.3,0.325,-594.0,174.2,risk_up,Win rate normalized -> relax selectivity back toward default.
811,C,min_score,7.0,6.0,RECOVER,40,6819.0,170.5,0.325,-1055.0,162.7,risk_up,Win rate normalized -> relax selectivity back toward default.
836,C,min_score,6.0,0.0,RECOVER,40,4311.0,107.8,0.35,-562.0,90.8,risk_up,Win rate normalized -> relax selectivity back toward default.
1037,C,min_score,0.0,6.0,WR_LOW,40,5327.0,133.2,0.175,-535.0,205.0,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1062,C,min_score,6.0,7.0,WR_LOW,40,381.0,9.5,0.125,-701.0,46.3,risk_down,Win rate 12% below floor 18% -> only take higher-quality setups.
1066,C,size_mult,1.0,0.75,EXP_NEG,40,-49.0,-1.2,0.125,-701.0,38.3,risk_down,"Thermostat: room measurably colder than normal (exp $-1 vs base $117, band $38) -> turn heat down."
1091,C,size_mult,0.75,1.0,RECOVER,40,2956.0,73.9,0.2,-569.0,94.6,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
1113,C,min_score,7.0,6.0,RECOVER,40,10030.0,250.8,0.325,-663.0,217.1,risk_up,Win rate normalized -> relax selectivity back toward default.
1138,C,min_score,6.0,0.0,RECOVER,40,16219.0,405.5,0.475,-308.0,222.1,risk_up,Win rate normalized -> relax selectivity back toward default.
1242,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,10197.0,254.9,0.325,-565.0,194.3,risk_down,Day P&L $-565 below -500.0 -> half size for the rest of today.
1336,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,6867.0,171.7,0.275,-709.0,176.9,risk_down,Day P&L $-544 below -500.0 -> half size for the rest of today.
1431,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,2127.0,53.2,0.225,-1046.0,112.5,risk_down,Day P&L $-658 below -500.0 -> half size for the rest of today.
1433,C,min_score,0.0,6.0,WR_LOW,40,246.0,6.2,0.175,-1046.0,98.3,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1441,C,size_mult,1.0,0.75,EXP_NEG,40,-106.0,-2.7,0.175,-949.0,96.1,risk_down,"Thermostat: room measurably colder than normal (exp $-3 vs base $141, band $96) -> turn heat down."
1453,C,cooldown_skips,0.0,2.0,DD,40,-13.0,-0.3,0.15,-1272.0,85.5,risk_down,"Rolling drawdown $-1272 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
1458,C,min_score,6.0,7.0,WR_LOW,40,-520.0,-13.0,0.15,-1412.0,82.8,risk_down,Win rate 15% below floor 18% -> only take higher-quality setups.
1468,C,size_mult,0.75,0.5,EXP_NEG,40,-76.0,-1.9,0.175,-1424.0,78.0,risk_down,"Thermostat: room measurably colder than normal (exp $-2 vs base $138, band $78) -> turn heat down."
1484,C,cooldown_skips,0.0,2.0,DD,40,2051.0,51.3,0.225,-1267.0,140.0,risk_down,"Rolling drawdown $-1267 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
1491,C,min_score,7.0,6.0,RECOVER,40,4858.0,121.4,0.325,-1370.0,152.4,risk_up,Win rate normalized -> relax selectivity back toward default.
1493,C,size_mult,0.5,0.75,RECOVER,40,5844.0,146.1,0.375,-1370.0,152.6,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
1509,C,cooldown_skips,0.0,2.0,DD,40,6228.0,155.7,0.35,-1370.0,153.4,risk_down,"Rolling drawdown $-1370 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
1516,C,min_score,6.0,0.0,RECOVER,40,4234.0,105.9,0.325,-1278.0,107.5,risk_up,Win rate normalized -> relax selectivity back toward default.
1518,C,size_mult,0.75,1.0,RECOVER,40,4681.0,117.0,0.325,-1086.0,103.8,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
1696,C,min_score,0.0,6.0,WR_LOW,40,2470.0,61.8,0.175,-782.0,94.2,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1746,C,min_score,6.0,7.0,WR_LOW,40,333.0,8.3,0.175,-963.0,58.6,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1747,C,size_mult,1.0,0.75,EXP_NEG,40,-317.0,-7.9,0.15,-1025.0,50.6,risk_down,"Thermostat: room measurably colder than normal (exp $-8 vs base $136, band $51) -> turn heat down."
1751,C,cooldown_skips,0.0,2.0,DD,40,-283.0,-7.1,0.15,-1276.0,50.4,risk_down,"Rolling drawdown $-1276 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
1771,C,min_score,7.0,8.0,WR_LOW,40,5598.0,139.9,0.175,-1635.0,174.7,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1772,C,size_mult,0.75,1.0,RECOVER,40,5610.0,140.3,0.175,-1635.0,174.6,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
1776,C,cooldown_skips,0.0,2.0,DD,40,6066.0,151.6,0.225,-1256.0,175.6,risk_down,"Rolling drawdown $-1256 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
1796,C,min_score,8.0,7.0,RECOVER,40,9849.0,246.2,0.4,-465.0,178.6,risk_up,Win rate normalized -> relax selectivity back toward default.
1824,C,min_score,7.0,8.0,WR_LOW,40,896.0,22.4,0.175,-929.0,84.2,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1910,C,min_score,8.0,7.0,RECOVER,40,3400.0,85.0,0.325,-927.0,94.9,risk_up,Win rate normalized -> relax selectivity back toward default.
1935,C,min_score,7.0,6.0,RECOVER,40,10053.0,251.3,0.425,-357.0,164.5,risk_up,Win rate normalized -> relax selectivity back toward default.
1968,C,min_score,6.0,7.0,WR_LOW,40,2417.0,60.4,0.175,-821.0,99.9,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
1970,C,cooldown_skips,0.0,2.0,DD,40,2004.0,50.1,0.175,-1258.0,102.8,risk_down,"Rolling drawdown $-1258 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
1993,C,min_score,7.0,8.0,WR_LOW,40,1603.0,40.1,0.15,-1665.0,106.2,risk_down,Win rate 15% below floor 18% -> only take higher-quality setups.
1995,C,cooldown_skips,0.0,2.0,DD,40,1996.0,49.9,0.175,-1665.0,108.6,risk_down,"Rolling drawdown $-1665 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2018,C,min_score,8.0,7.0,RECOVER,40,9793.0,244.8,0.4,-253.0,178.3,risk_up,Win rate normalized -> relax selectivity back toward default.
2043,C,min_score,7.0,6.0,RECOVER,40,6051.0,151.3,0.35,-599.0,161.3,risk_up,Win rate normalized -> relax selectivity back toward default.
2068,C,min_score,6.0,0.0,RECOVER,40,7145.0,178.6,0.35,-661.0,216.8,risk_up,Win rate normalized -> relax selectivity back toward default.
2105,C,cooldown_skips,0.0,2.0,DD,40,6236.0,155.9,0.3,-1298.0,165.7,risk_down,"Rolling drawdown $-1298 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2130,C,cooldown_skips,0.0,2.0,DD,40,3685.0,92.1,0.225,-1919.0,170.4,risk_down,"Rolling drawdown $-1919 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2130,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,3685.0,92.1,0.225,-1919.0,170.4,risk_down,Day P&L $-613 below -500.0 -> half size for the rest of today.
2259,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,9361.0,234.0,0.3,-735.0,250.7,risk_down,Day P&L $-558 below -500.0 -> half size for the rest of today.
2351,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,9834.0,245.9,0.4,-1103.0,170.2,risk_down,Day P&L $-983 below -500.0 -> half size for the rest of today.
2353,C,cooldown_skips,0.0,2.0,DD,40,8549.0,213.7,0.35,-1211.0,169.5,risk_down,"Rolling drawdown $-1211 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2378,C,cooldown_skips,0.0,2.0,DD,40,5389.0,134.7,0.3,-1211.0,182.3,risk_down,"Rolling drawdown $-1211 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2524,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,8293.0,207.3,0.425,-1059.0,142.4,risk_down,Day P&L $-723 below -500.0 -> half size for the rest of today.
2556,C,min_score,0.0,6.0,WR_LOW,40,1386.0,34.7,0.175,-1086.0,94.6,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
2586,C,min_score,6.0,7.0,WR_LOW,40,3977.0,99.4,0.175,-991.0,127.4,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
2588,C,cooldown_skips,0.0,2.0,DD,40,3442.0,86.1,0.175,-1326.0,130.1,risk_down,"Rolling drawdown $-1326 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2613,C,cooldown_skips,0.0,2.0,DD,40,11204.0,280.1,0.3,-2086.0,272.4,risk_down,"Rolling drawdown $-2086 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2614,C,min_score,7.0,6.0,RECOVER,40,11734.0,293.3,0.325,-2086.0,272.2,risk_up,Win rate normalized -> relax selectivity back toward default.
2639,C,min_score,6.0,0.0,RECOVER,40,23165.0,579.1,0.55,-468.0,307.6,risk_up,Win rate normalized -> relax selectivity back toward default.
2665,C,cooldown_skips,0.0,2.0,DD,40,9428.0,235.7,0.375,-1573.0,184.7,risk_down,"Rolling drawdown $-1573 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2665,C,day_risk_mult,1.0,0.5,DAY_LOSS,40,9428.0,235.7,0.375,-1573.0,184.7,risk_down,Day P&L $-918 below -500.0 -> half size for the rest of today.
2690,C,cooldown_skips,0.0,2.0,DD,40,5471.0,136.8,0.2,-1585.0,182.2,risk_down,"Rolling drawdown $-1585 beyond trigger -1200.0 -> sit out 2 trades to confirm it's drift, not noise."
2691,C,min_score,0.0,6.0,WR_LOW,40,4230.0,105.8,0.175,-1585.0,174.5,risk_down,Win rate 18% below floor 18% -> only take higher-quality setups.
